customerNumber (CIF),cardLast4Digits,transactionDate,transactionTime,transactionAmount,transactionType,merchantName,merchantCity,merchantState,merchantZip,stateCode
30393470,8573,04/16/2021,22:14,68078,bankcard,Livetube,Madison,Wisconsin,1434,WI
19427590,9830,06/26/2021,14:04,31686,mastercard,Thoughtblab,Sacramento,California,2148,CA
61638937,6498,05/16/2021,18:33,18417,mastercard,Topicshots,New York City,New York,9345,NY
99398741,9023,08/15/2021,10:19,97021,laser,Kazio,Peoria,Illinois,1552,IL
54340054,5871,04/14/2021,7:28,23218,laser,Aivee,Gainesville,Florida,3522,FL
21703692,5541,08/18/2021,23:13,55303,jcb,Tekfly,San Diego,California,3640,CA
34727909,9804,03/27/2022,11:42,2161,visa-electron,Wikido,Portland,Oregon,6845,OR
41234161,3457,02/12/2022,8:24,45440,visa-electron,Twitternation,Grand Rapids,Michigan,9540,MI
72076589,9024,01/01/2022,5:13,23835,china-unionpay,Geba,New York City,New York,9506,NY
39958524,2952,01/09/2022,1:29,25772,diners-club-carte-blanche,Skipstorm,New York City,New York,1928,NY
91242787,1562,01/30/2022,17:22,96519,switch,Yombu,Arlington,Virginia,9844,VA
23221858,4174,06/27/2021,13:11,39798,jcb,Snaptags,Portland,Oregon,2374,OR
59443376,7426,01/22/2022,13:27,90749,jcb,Bluejam,Milwaukee,Wisconsin,4358,WI
50298214,2149,12/30/2021,14:26,16439,jcb,Vitz,Pittsburgh,Pennsylvania,4650,PA
31825552,7742,04/16/2021,3:45,33317,china-unionpay,Edgewire,Santa Clara,California,4019,CA
30606924,4660,07/20/2021,9:06,62862,jcb,Babbleopia,Baton Rouge,Louisiana,9180,LA
95300461,4266,12/10/2021,18:07,18082,jcb,Blogtags,Montgomery,Alabama,9774,AL
90014938,8207,10/14/2021,21:41,65122,visa,Yata,Kansas City,Missouri,5334,MO
28247822,3052,08/03/2021,3:09,99530,jcb,Brightdog,Berkeley,California,6868,CA
72061115,5758,01/31/2022,17:43,44383,visa,Riffwire,Minneapolis,Minnesota,7968,MN
58672474,2514,06/17/2021,10:28,21081,jcb,Jetpulse,Elmira,New York,5802,NY
62514874,9610,09/09/2021,12:50,19547,jcb,Aibox,Saint Louis,Missouri,8556,MO
34778395,6035,06/09/2021,4:36,28704,americanexpress,Shuffletag,Anchorage,Alaska,3678,AK
38949071,2932,12/20/2021,1:01,3835,switch,Oodoo,Berkeley,California,2979,CA
94693629,5593,02/12/2022,14:50,38957,americanexpress,Bubblemix,Montgomery,Alabama,8747,AL
59288164,2292,10/05/2021,14:05,61904,jcb,Kimia,New York City,New York,9438,NY
47935339,3602,06/08/2021,17:29,70432,jcb,Edgewire,Washington,District of Columbia,6346,DC
92440844,9473,05/16/2021,1:41,9064,visa-electron,Midel,Dallas,Texas,9215,TX
48918172,7535,10/18/2021,0:18,43551,visa,Twitterbeat,Kansas City,Missouri,2358,MO
77800550,6346,01/15/2022,9:50,91258,americanexpress,Zoomzone,Louisville,Kentucky,6036,KY
30484148,8455,01/01/2022,2:33,20083,jcb,Meeveo,Aurora,Colorado,8346,CO
66643959,5287,05/18/2021,6:42,37188,china-unionpay,Skinte,San Francisco,California,7043,CA
40168438,1809,12/04/2021,13:37,55138,diners-club-enroute,Kazio,Humble,Texas,9614,TX
53324310,5708,08/21/2021,2:58,71918,laser,Jabberbean,Harrisburg,Pennsylvania,9511,PA
66041170,6777,11/21/2021,7:48,66160,visa-electron,DabZ,New Orleans,Louisiana,3118,LA
19382981,1336,08/21/2021,14:22,30435,diners-club-carte-blanche,Fivespan,Sarasota,Florida,2688,FL
77537160,7042,01/09/2022,8:48,19140,jcb,Gabvine,South Bend,Indiana,6040,IN
43368646,1411,02/21/2022,19:11,45275,jcb,Rhynyx,Sioux Falls,South Dakota,5137,SD
71243961,6584,07/20/2021,14:23,60475,bankcard,Zooxo,El Paso,Texas,4247,TX
98408295,2804,01/06/2022,21:48,66841,jcb,Cogidoo,Tacoma,Washington,9986,WA
45805177,3911,06/28/2021,14:42,31384,visa,Oloo,Melbourne,Florida,4423,FL
74256532,9345,06/21/2021,9:15,75531,diners-club-enroute,Topdrive,Charlotte,North Carolina,8294,NC
75435407,8514,09/05/2021,12:04,80082,diners-club-carte-blanche,Meemm,Tulsa,Oklahoma,3088,OK
15019857,6509,03/20/2022,13:59,84600,jcb,Wikizz,Saint Cloud,Minnesota,8652,MN
24103006,5092,09/18/2021,8:17,35678,diners-club-enroute,Rhyzio,Brooksville,Florida,5123,FL
15733120,1727,04/02/2022,14:47,34459,jcb,Skiptube,Roanoke,Virginia,4317,VA
43262813,1595,05/05/2021,7:53,55303,maestro,Jetwire,Sioux Falls,South Dakota,4055,SD
99820504,9541,04/06/2022,19:37,38964,jcb,Meezzy,Des Moines,Iowa,9521,IA
60101173,6009,05/11/2021,3:58,75521,jcb,Plajo,Grand Rapids,Michigan,3858,MI
24342079,6585,02/10/2022,14:39,22445,diners-club-us-ca,Flashspan,Houston,Texas,8416,TX
17196846,5584,11/07/2021,14:15,2311,jcb,Dynazzy,Madison,Wisconsin,3977,WI
42042165,7367,03/25/2022,7:38,18149,mastercard,Realblab,Denver,Colorado,6297,CO
30249638,7912,12/02/2021,16:05,75328,china-unionpay,Eire,El Paso,Texas,4652,TX
39846083,4828,11/05/2021,14:48,47600,solo,Edgeblab,Aiken,South Carolina,1161,SC
32416447,5438,05/01/2021,15:23,11017,china-unionpay,Tazz,San Antonio,Texas,5464,TX
15184878,5911,03/08/2022,22:37,94138,diners-club-enroute,Eayo,Minneapolis,Minnesota,1234,MN
46589115,9244,12/30/2021,0:42,89631,mastercard,Feedbug,Houston,Texas,5445,TX
16489132,2618,11/20/2021,3:02,11866,jcb,Omba,Baltimore,Maryland,8249,MD
77370382,4414,05/03/2021,19:09,24082,jcb,Yodo,Eugene,Oregon,4796,OR
40562112,2304,08/27/2021,10:39,29614,jcb,Vipe,Jacksonville,Florida,5053,FL
60976489,7146,05/16/2021,6:26,93020,maestro,Roomm,Sacramento,California,3335,CA
12045476,7527,10/10/2021,19:11,21976,visa-electron,Dabfeed,Arlington,Texas,6138,TX
16865603,9185,03/04/2022,9:59,70334,jcb,Quatz,Winston Salem,North Carolina,1367,NC
37174776,1755,01/20/2022,18:23,39880,solo,Jaxworks,Las Vegas,Nevada,5020,NV
88977395,5593,09/23/2021,6:45,16943,jcb,Innojam,Green Bay,Wisconsin,2457,WI
97652120,3867,11/24/2021,18:39,10066,instapayment,Flipbug,Texarkana,Texas,2813,TX
38198853,8486,04/10/2021,3:15,40577,bankcard,Photofeed,Birmingham,Alabama,7412,AL
39721844,4091,04/13/2021,3:27,78899,jcb,Jaloo,San Antonio,Texas,9733,TX
43229852,4680,08/27/2021,19:15,68257,maestro,Fivebridge,Oklahoma City,Oklahoma,4122,OK
63285705,3321,04/08/2021,3:07,62741,switch,Skippad,Milwaukee,Wisconsin,3070,WI
88099142,8603,04/04/2022,8:05,24148,jcb,Avaveo,Dayton,Ohio,6604,OH
80974087,2107,04/06/2022,2:09,1224,americanexpress,Omba,Oceanside,California,1900,CA
20104576,7772,11/10/2021,2:11,77700,diners-club-carte-blanche,Riffpedia,Jacksonville,Florida,7100,FL
87898571,7055,12/21/2021,10:05,62915,switch,Gigabox,Pittsburgh,Pennsylvania,9816,PA
12728909,9575,03/25/2022,16:27,83920,jcb,Jatri,Alhambra,California,1473,CA
56662257,6768,12/05/2021,1:03,71670,china-unionpay,Edgeblab,San Jose,California,8697,CA
80425758,3991,10/19/2021,10:42,67315,laser,Twitterbridge,San Antonio,Texas,8754,TX
41774530,5471,03/03/2022,3:44,49499,diners-club-enroute,Twitterworks,Muncie,Indiana,2968,IN
59906855,7355,02/16/2022,11:00,67522,jcb,Bubbletube,Phoenix,Arizona,9858,AZ
22814518,4432,04/12/2021,17:32,559,bankcard,Fatz,Portland,Oregon,9906,OR
86519061,7169,07/14/2021,23:08,68420,jcb,Zoonoodle,Dallas,Texas,5526,TX
48961574,6780,11/06/2021,6:14,61041,jcb,Eire,Inglewood,California,2860,CA
75271180,4805,06/30/2021,12:36,58281,americanexpress,Browsetype,New York City,New York,2923,NY
80583017,3538,02/28/2022,22:56,4797,jcb,Vitz,Miami,Florida,4685,FL
37428863,5072,06/22/2021,0:02,53877,mastercard,Zooxo,Minneapolis,Minnesota,2120,MN
75608407,4314,08/07/2021,23:18,20270,mastercard,Kazu,Washington,District of Columbia,2502,DC
99688421,3448,12/23/2021,2:00,73050,mastercard,Jayo,Minneapolis,Minnesota,9211,MN
38724211,8832,10/23/2021,12:12,23469,jcb,Wikizz,San Francisco,California,2878,CA
83265959,6108,06/09/2021,18:33,69614,maestro,Shufflebeat,Houston,Texas,8710,TX
76672240,8010,05/23/2021,0:06,96906,jcb,Innojam,Arlington,Texas,2449,TX
13269125,2614,08/17/2021,4:24,88851,switch,Gabcube,Miami,Florida,4371,FL
93485119,5964,02/17/2022,20:42,7466,jcb,Oyondu,Chattanooga,Tennessee,2149,TN
86788890,4918,01/06/2022,17:31,7119,jcb,Linklinks,Corpus Christi,Texas,3301,TX
23799918,5179,02/28/2022,22:49,47943,visa-electron,Jetwire,Pasadena,California,7086,CA
53126672,8630,12/12/2021,6:19,24004,jcb,Roomm,Hollywood,Florida,7554,FL
49068195,8443,09/01/2021,5:38,51646,jcb,Browseblab,Savannah,Georgia,1815,GA
20286766,7952,08/05/2021,9:01,37353,jcb,Meevee,Fort Wayne,Indiana,6047,IN
22459838,7745,06/15/2021,18:21,59332,diners-club-carte-blanche,Linktype,Bethesda,Maryland,6250,MD
98186348,4228,12/29/2021,11:19,89138,mastercard,Aivee,South Lake Tahoe,California,3323,CA
24661106,7156,08/17/2021,10:28,11247,americanexpress,Trupe,Philadelphia,Pennsylvania,7610,PA
52617560,8192,06/06/2021,23:03,57242,maestro,Digitube,Alexandria,Louisiana,2280,LA
46062167,9383,04/22/2021,6:26,51866,maestro,Devify,Saint Petersburg,Florida,7408,FL
99722463,4103,04/06/2022,12:05,63199,jcb,Dablist,Vero Beach,Florida,2723,FL
26802429,4792,10/29/2021,20:57,31359,jcb,Lajo,Washington,District of Columbia,3279,DC
85616484,8368,07/04/2021,1:57,32361,jcb,Dabfeed,Ashburn,Virginia,1865,VA
35389935,9069,12/09/2021,7:26,24547,jcb,Realbuzz,Peoria,Illinois,4727,IL
19082693,5680,05/10/2021,9:55,87092,jcb,Devbug,Port Saint Lucie,Florida,7353,FL
92236184,8876,11/20/2021,8:43,48561,mastercard,Wikido,San Jose,California,6714,CA
54185389,8359,10/18/2021,0:43,96463,diners-club-enroute,Dynabox,Tulsa,Oklahoma,1489,OK
22729577,2305,07/09/2021,20:47,49831,switch,Npath,Denver,Colorado,3154,CO
16164696,8385,02/21/2022,11:05,47847,china-unionpay,Avamba,Rochester,Minnesota,7840,MN
24093222,2837,10/05/2021,22:54,97534,jcb,Youbridge,Norfolk,Virginia,3998,VA
24357238,1701,05/20/2021,17:42,53770,mastercard,Gigabox,Fort Wayne,Indiana,6326,IN
67081163,8054,11/13/2021,7:42,4593,mastercard,Abata,Charlotte,North Carolina,7941,NC
66901868,3963,12/09/2021,4:04,83410,diners-club-carte-blanche,Abata,Danbury,Connecticut,4272,CT
85352942,8486,04/25/2021,0:41,93183,mastercard,Eayo,Savannah,Georgia,3809,GA
39157193,8938,01/23/2022,2:46,88898,diners-club-us-ca,Kwilith,Edmond,Oklahoma,7850,OK
75071610,6301,08/31/2021,17:16,12028,jcb,Eidel,Spokane,Washington,2118,WA
51054362,1539,02/03/2022,23:35,310,bankcard,Voonix,Austin,Texas,4195,TX
99007325,2351,05/21/2021,21:55,32765,maestro,Pixoboo,Washington,District of Columbia,9580,DC
28460777,7194,01/15/2022,18:56,56475,jcb,Gabtune,Canton,Ohio,2203,OH
91598180,2297,12/28/2021,12:32,46081,visa-electron,Youspan,Tacoma,Washington,1575,WA
81990711,3028,06/20/2021,10:46,12703,jcb,Realbridge,Rochester,New York,2541,NY
59735269,5486,05/01/2021,13:36,60150,jcb,Wikibox,Miami,Florida,2706,FL
50185474,7591,02/14/2022,23:02,78021,diners-club-enroute,Tazzy,Dallas,Texas,5714,TX
24777846,4422,12/20/2021,20:02,18103,jcb,Tazzy,Boise,Idaho,2973,ID
39723163,9703,12/16/2021,19:10,89049,jcb,Rhynoodle,Miami,Florida,3835,FL
92643863,6187,09/09/2021,14:54,3646,diners-club-enroute,Skyba,Young America,Minnesota,6004,MN
61174537,8552,02/19/2022,3:29,59846,mastercard,Zoovu,Las Vegas,Nevada,5030,NV
55072449,9852,09/25/2021,17:08,90586,jcb,Mydo,Bakersfield,California,4533,CA
37521805,4518,11/17/2021,16:31,85987,americanexpress,Youspan,Nashville,Tennessee,1414,TN
15350110,8558,09/10/2021,21:53,54485,diners-club-us-ca,Zoomlounge,Greensboro,North Carolina,9548,NC
80503626,4386,12/08/2021,2:00,81716,mastercard,Roombo,San Diego,California,1717,CA
58040252,8981,06/30/2021,13:25,43618,bankcard,Buzzshare,Raleigh,North Carolina,9291,NC
81781743,2606,07/21/2021,19:39,5943,jcb,Meezzy,Pompano Beach,Florida,8780,FL
13429820,7206,04/13/2021,9:57,62238,jcb,Skipfire,Stockton,California,6028,CA
45573048,7972,03/16/2022,14:21,73790,jcb,Jabbertype,Tucson,Arizona,2694,AZ
60580026,1820,11/28/2021,9:07,83043,diners-club-international,Feedspan,Norcross,Georgia,6908,GA
61569896,6035,09/20/2021,3:38,79716,mastercard,Twimm,Portland,Oregon,8025,OR
67066250,7088,06/15/2021,17:47,63700,jcb,Riffpedia,Youngstown,Ohio,8003,OH
75562480,8700,03/23/2022,8:07,22305,jcb,Oodoo,Brooklyn,New York,6601,NY
46941817,8991,12/28/2021,22:32,66177,visa,Oba,Baton Rouge,Louisiana,3191,LA
97617440,4000,02/23/2022,22:28,40392,jcb,Brainbox,Pasadena,California,2382,CA
26310559,5337,05/12/2021,17:33,59158,diners-club-enroute,Vinder,Houston,Texas,8364,TX
37677964,5854,05/18/2021,9:00,14360,jcb,Avavee,Boca Raton,Florida,3726,FL
47057428,2934,01/24/2022,21:03,9443,visa-electron,Jamia,Louisville,Kentucky,2366,KY
45469119,1360,05/20/2021,16:27,57868,visa-electron,Flashdog,Indianapolis,Indiana,5902,IN
37369543,3725,12/26/2021,2:53,60279,diners-club-us-ca,Avamba,Houston,Texas,5758,TX
60230384,5918,11/11/2021,2:40,19366,mastercard,Bluejam,El Paso,Texas,3775,TX
31321802,7567,04/19/2021,15:17,96552,jcb,Thoughtblab,Newark,New Jersey,6741,NJ
76393461,8377,09/07/2021,19:15,25148,jcb,Lajo,Charlotte,North Carolina,2733,NC
41661123,3073,05/24/2021,21:00,14074,china-unionpay,Flipstorm,Norfolk,Virginia,7659,VA
41300288,3146,09/30/2021,5:07,83118,americanexpress,Skinder,Los Angeles,California,4994,CA
24857516,4935,02/27/2022,1:20,76166,diners-club-carte-blanche,Yodo,Modesto,California,1817,CA
64647819,8078,11/16/2021,13:09,82077,laser,Eadel,Newark,New Jersey,2923,NJ
56573169,4819,02/09/2022,10:39,3870,mastercard,Eimbee,Orlando,Florida,7176,FL
17991061,9686,10/30/2021,6:27,43218,maestro,Roombo,Metairie,Louisiana,6599,LA
19970446,6436,08/27/2021,23:01,32726,switch,Cogidoo,Tampa,Florida,2047,FL
46522553,2225,04/12/2021,7:45,10705,maestro,Flashpoint,Houston,Texas,6366,TX
38850316,1677,09/16/2021,0:51,37013,jcb,Agivu,Cleveland,Ohio,2379,OH
21817882,4083,08/23/2021,0:18,39266,jcb,Yombu,Arlington,Virginia,5421,VA
81254308,2397,12/09/2021,3:09,59433,jcb,Quimba,Chicago,Illinois,5459,IL
60047715,2116,08/03/2021,15:12,44821,visa-electron,Bluezoom,Warren,Michigan,5222,MI
40117273,7081,06/26/2021,0:42,89496,diners-club-enroute,Dabtype,Newport Beach,California,5598,CA
27028823,8710,09/26/2021,17:57,60502,diners-club-carte-blanche,Zoozzy,New York City,New York,3242,NY
17788800,3417,07/16/2021,12:12,93850,bankcard,Rhybox,Brockton,Massachusetts,9418,MA
49884882,9272,11/03/2021,20:17,69771,jcb,Livetube,Macon,Georgia,1239,GA
63683405,4843,09/12/2021,0:55,87959,laser,Tagfeed,Washington,District of Columbia,2912,DC
87160310,7310,01/06/2022,21:32,37324,jcb,Jetwire,Jamaica,New York,3020,NY
65887173,7562,06/27/2021,23:18,34873,jcb,Jetpulse,Spring Hill,Florida,2864,FL
94412902,5799,02/22/2022,16:54,16360,diners-club-enroute,Edgewire,San Antonio,Texas,6701,TX
40045976,2737,03/21/2022,23:38,69521,maestro,Jetpulse,Dayton,Ohio,1687,OH
76955794,3343,10/08/2021,3:09,99749,jcb,Fliptune,Rochester,New York,6288,NY
81003690,6549,06/14/2021,18:23,55216,jcb,Innojam,Youngstown,Ohio,7390,OH
56244668,6537,05/07/2021,12:09,51138,jcb,Fanoodle,Savannah,Georgia,5043,GA
79494477,3779,09/14/2021,5:30,60845,visa-electron,Myworks,Houston,Texas,4136,TX
48828284,2456,09/01/2021,13:41,636,jcb,Abata,Chicago,Illinois,9352,IL
27230415,5478,11/12/2021,19:08,89995,switch,Rhyloo,San Antonio,Texas,6747,TX
61576679,5676,10/24/2021,23:12,55727,visa-electron,Centidel,Fort Worth,Texas,3562,TX
17162098,8515,02/24/2022,15:49,63788,maestro,Thoughtblab,Austin,Texas,6026,TX
17574603,5141,10/05/2021,3:48,51382,mastercard,Babblestorm,Gary,Indiana,4797,IN
25068131,8299,05/19/2021,21:08,78078,jcb,Linklinks,San Jose,California,5741,CA
53558455,9036,10/05/2021,1:41,12899,jcb,Avamba,Cincinnati,Ohio,2650,OH
93621800,7832,08/04/2021,8:43,4152,jcb,Fivebridge,El Paso,Texas,4559,TX
50184114,4483,02/15/2022,20:03,77873,jcb,Quinu,Lincoln,Nebraska,6910,NE
64724818,2327,10/28/2021,22:05,6809,americanexpress,Bubbletube,Arlington,Virginia,8811,VA
69546486,8385,04/08/2021,12:17,58990,jcb,Kare,Atlanta,Georgia,2474,GA
37611570,3134,06/11/2021,3:54,85729,switch,Zoombox,New Orleans,Louisiana,7057,LA
67157400,4177,01/06/2022,5:17,91596,visa,Realpoint,Jacksonville,Florida,6468,FL
84943226,4473,08/10/2021,9:42,28139,diners-club-carte-blanche,Centimia,Atlanta,Georgia,1617,GA
31642025,6009,03/13/2022,2:01,47839,jcb,Roomm,Springfield,Massachusetts,6590,MA
53216164,5018,03/02/2022,12:51,3313,visa-electron,Viva,Los Angeles,California,3585,CA
75901007,4463,06/10/2021,19:57,30261,diners-club-carte-blanche,Oyoba,Alexandria,Virginia,2183,VA
29896318,6507,01/06/2022,14:49,33895,diners-club-carte-blanche,Zooveo,Grand Forks,North Dakota,5611,ND
64105024,6278,12/13/2021,8:21,2685,maestro,Voomm,Santa Ana,California,3721,CA
46225971,5987,08/13/2021,20:57,89453,visa-electron,Ntag,Charlotte,North Carolina,6904,NC
80488043,8619,02/02/2022,0:32,8365,mastercard,Jabberstorm,Abilene,Texas,8016,TX
31658418,6910,05/14/2021,2:11,15801,jcb,Zoomcast,Orlando,Florida,6887,FL
18948004,7057,12/31/2021,22:57,55885,mastercard,Reallinks,Cincinnati,Ohio,7203,OH
99519032,6820,11/11/2021,11:11,56741,diners-club-carte-blanche,Zoonoodle,Albany,New York,3230,NY
85033551,4610,07/29/2021,19:37,28508,jcb,Centizu,Boise,Idaho,4003,ID
39523635,5770,12/05/2021,0:54,63664,jcb,Tagopia,New York City,New York,3209,NY
60563961,5061,02/18/2022,0:08,51941,jcb,Fivechat,Evansville,Indiana,8266,IN
14478374,2348,05/04/2021,7:20,72673,diners-club-enroute,Twitternation,Largo,Florida,7999,FL
98574699,4465,10/29/2021,21:10,70630,jcb,Skilith,Denver,Colorado,2792,CO
29632420,4741,05/31/2021,10:55,22168,mastercard,Yambee,Springfield,Missouri,5490,MO
49014516,3989,01/09/2022,12:03,73845,diners-club-enroute,Oba,Newport Beach,California,5175,CA
64379770,8585,07/29/2021,2:30,53371,diners-club-international,Rhybox,Jamaica,New York,6002,NY
51784506,9997,07/15/2021,18:49,85487,switch,Flashdog,Daytona Beach,Florida,9757,FL
73632493,2287,02/25/2022,7:12,12222,jcb,Jatri,Saint Paul,Minnesota,2967,MN
50619499,1269,05/24/2021,8:05,90953,switch,Dynava,Orlando,Florida,4892,FL
17940327,1593,05/20/2021,18:04,62865,diners-club-enroute,Twinder,Rochester,New York,6447,NY
68646114,9283,02/23/2022,13:14,58982,jcb,Katz,Washington,District of Columbia,2570,DC
86086989,1622,10/12/2021,23:22,41131,jcb,Lazz,New York City,New York,6820,NY
69069560,1790,08/24/2021,15:27,28121,visa-electron,Dabjam,Bowie,Maryland,2200,MD
73994437,7186,10/12/2021,14:59,22991,switch,Realblab,Minneapolis,Minnesota,7445,MN
69597773,5284,07/14/2021,18:53,20041,mastercard,Zoombox,Anaheim,California,5022,CA
53811952,5635,12/16/2021,23:21,81818,jcb,Miboo,Richmond,Virginia,3939,VA
11426424,7346,03/28/2022,6:19,33302,jcb,Kazu,Sacramento,California,8466,CA
27474631,5989,01/27/2022,0:53,88011,visa,Twitterworks,Houston,Texas,4285,TX
48078254,5853,08/04/2021,2:03,44075,jcb,Muxo,Decatur,Georgia,6588,GA
33026077,3757,06/02/2021,0:14,3410,switch,Roodel,Washington,District of Columbia,4714,DC
33042803,7369,08/04/2021,9:07,55707,laser,Yata,Charleston,West Virginia,5537,WV
50458859,9372,05/01/2021,3:38,16430,jcb,Browsedrive,Washington,District of Columbia,3400,DC
17924050,7537,04/21/2021,5:57,8768,instapayment,Innojam,Anchorage,Alaska,8319,AK
63512945,5478,10/05/2021,13:48,28162,visa,Photojam,Spokane,Washington,8002,WA
45926067,5258,11/25/2021,18:46,94106,jcb,Fanoodle,Littleton,Colorado,2004,CO
50183307,4464,10/20/2021,19:21,43848,maestro,Skimia,Cleveland,Ohio,8485,OH
41266290,4091,05/22/2021,18:36,24464,switch,Twimbo,El Paso,Texas,2638,TX
31061124,4472,09/16/2021,22:54,56658,bankcard,Meemm,Grand Rapids,Michigan,8574,MI
38155441,3807,06/08/2021,23:23,18218,visa-electron,Zooxo,Billings,Montana,5674,MT
27909406,4239,09/13/2021,22:22,42211,jcb,Myworks,Dayton,Ohio,4440,OH
49532986,1878,03/07/2022,19:03,47019,jcb,Zava,Akron,Ohio,4645,OH
21992844,9178,03/12/2022,11:56,33918,jcb,Bluejam,Alexandria,Louisiana,7290,LA
18881493,5293,01/30/2022,4:27,80679,diners-club-enroute,Jabbersphere,Denver,Colorado,2479,CO
47361330,8366,03/15/2022,22:40,5830,jcb,Dablist,Dallas,Texas,5921,TX
23885932,2842,12/14/2021,6:46,4611,jcb,Thoughtsphere,Norfolk,Virginia,7826,VA
95801824,1454,09/07/2021,18:28,99524,mastercard,Skajo,Merrifield,Virginia,2974,VA
69113821,8953,01/29/2022,21:01,5904,diners-club-carte-blanche,Ntags,London,Kentucky,9014,KY
97752207,9103,05/26/2021,20:34,47345,jcb,Edgepulse,Baton Rouge,Louisiana,2010,LA
59452046,8292,10/14/2021,19:48,5771,jcb,Gigashots,Washington,District of Columbia,5369,DC
24223719,8193,03/20/2022,4:45,3693,americanexpress,Thoughtblab,Los Angeles,California,2813,CA
74809916,2808,12/13/2021,22:16,38945,jcb,Agimba,Richmond,Virginia,3454,VA
35995888,9012,01/05/2022,16:11,50830,diners-club-carte-blanche,Plambee,Seattle,Washington,7000,WA
78579308,7923,01/11/2022,18:37,97845,maestro,Jabberbean,Alexandria,Louisiana,3334,LA
99095535,4527,04/21/2021,14:55,49366,diners-club-enroute,Linkbridge,Minneapolis,Minnesota,2051,MN
92708990,2785,11/26/2021,21:58,81218,jcb,Twitternation,Houston,Texas,3688,TX
55199210,7733,02/09/2022,14:14,35977,jcb,Meemm,Phoenix,Arizona,3965,AZ
60023835,8958,03/04/2022,9:16,57488,jcb,Quatz,Bozeman,Montana,3654,MT
18514818,8643,07/14/2021,18:54,60116,mastercard,Yotz,Los Angeles,California,9385,CA
68232271,6567,12/30/2021,21:07,34502,jcb,Youbridge,Colorado Springs,Colorado,6141,CO
51668549,9919,07/18/2021,20:22,67575,jcb,Mynte,South Bend,Indiana,9264,IN
60941234,3859,04/27/2021,18:48,1002,americanexpress,Myworks,El Paso,Texas,6584,TX
72194619,9866,04/27/2021,18:24,51405,switch,Quatz,Peoria,Illinois,3162,IL
86833338,3011,10/18/2021,22:45,5228,mastercard,Buzzster,Greensboro,North Carolina,2008,NC
92064609,5363,04/05/2022,5:04,84905,diners-club-carte-blanche,Gabcube,Mount Vernon,New York,6956,NY
48838151,6670,02/14/2022,12:07,77396,diners-club-enroute,Zooxo,Dallas,Texas,9872,TX
28624447,4788,10/03/2021,14:58,4581,mastercard,Linktype,Denver,Colorado,7353,CO
60965527,2384,09/22/2021,7:37,16013,maestro,Livefish,Denton,Texas,7144,TX
