customerNumber (CIF),cardLast4Digits,transactionDate,transactionTime,transactionAmount,transactionType,merchantName,merchantCity,merchantState,merchantZip,stateCode
65915772,8322,07/04/2021,9:29,5027,jcb,Realpoint,Virginia Beach,Virginia,7176,VA
17396192,2537,03/19/2022,20:56,40974,mastercard,Topdrive,San Antonio,Texas,7121,TX
56083744,2590,08/19/2021,21:47,65731,jcb,Bubblebox,Jacksonville,Florida,1468,FL
68436533,9290,06/21/2021,16:28,93445,jcb,Skinder,Wilmington,Delaware,2672,DE
88507012,7838,10/22/2021,14:22,33900,jcb,Twinte,Denver,Colorado,5042,CO
12985208,8435,12/23/2021,1:11,31600,mastercard,Edgeclub,Albuquerque,New Mexico,9704,NM
85093149,6638,10/13/2021,2:02,70665,jcb,Realcube,El Paso,Texas,1892,TX
86013063,8111,02/01/2022,2:17,82477,maestro,Dynava,Saint Petersburg,Florida,9287,FL
27271319,6847,06/09/2021,20:45,18155,americanexpress,Camido,Kansas City,Missouri,4399,MO
32030798,4488,09/19/2021,13:02,36392,americanexpress,Abata,Brockton,Massachusetts,7031,MA
87144961,1301,08/09/2021,2:04,54250,visa-electron,Realmix,Syracuse,New York,4058,NY
67629420,5154,05/07/2021,12:20,7504,visa,Twitternation,Topeka,Kansas,5764,KS
15186440,9372,10/20/2021,11:05,84972,mastercard,Realcube,Amarillo,Texas,4563,TX
44041034,1470,02/03/2022,3:58,56677,jcb,Myworks,Greenville,South Carolina,6747,SC
88498721,1874,12/19/2021,16:42,93625,diners-club-carte-blanche,Innojam,Orlando,Florida,6720,FL
12069887,4519,03/21/2022,1:56,91222,visa-electron,Latz,Memphis,Tennessee,5232,TN
29125259,7248,12/13/2021,17:27,94675,switch,Innojam,Oklahoma City,Oklahoma,7324,OK
33341910,3078,02/27/2022,10:31,65311,switch,Yambee,Fort Myers,Florida,4737,FL
84593090,9014,03/15/2022,12:48,27549,jcb,Yodoo,Washington,District of Columbia,9115,DC
56801580,1326,07/17/2021,3:51,23138,diners-club-carte-blanche,Fanoodle,Monticello,Minnesota,8119,MN
23317480,1501,11/26/2021,23:22,11892,visa-electron,Einti,Saint Petersburg,Florida,2339,FL
79591636,7637,08/10/2021,19:49,82316,jcb,Dynabox,Hyattsville,Maryland,9292,MD
64493192,7743,08/08/2021,3:28,94258,jcb,Skinte,Fort Smith,Arkansas,3531,AR
56810601,2931,01/22/2022,8:14,7310,jcb,Dabshots,San Jose,California,8595,CA
48929319,9979,03/02/2022,13:56,72289,jcb,Yambee,Rochester,New York,8391,NY
99153858,1954,06/04/2021,16:51,76503,jcb,Wikizz,San Diego,California,4477,CA
51608644,5089,08/20/2021,10:32,12281,visa,Tanoodle,Milwaukee,Wisconsin,6039,WI
60095626,6133,03/10/2022,7:27,42465,china-unionpay,Edgeclub,Boston,Massachusetts,2561,MA
82295854,8092,02/23/2022,11:56,59530,jcb,Wordify,San Antonio,Texas,9799,TX
17696229,8965,03/12/2022,11:15,22198,jcb,Livepath,Baltimore,Maryland,8378,MD
27584531,4247,09/18/2021,20:20,30360,jcb,Einti,El Paso,Texas,3501,TX
29490710,9823,01/06/2022,19:01,34454,visa,Mydo,Anchorage,Alaska,2775,AK
86164621,7096,12/27/2021,3:59,63197,americanexpress,Wordify,Austin,Texas,4983,TX
96700005,3291,07/19/2021,19:11,34422,visa,Youfeed,Columbus,Ohio,7289,OH
13496140,8477,01/14/2022,18:11,88159,mastercard,Tagchat,Austin,Texas,2186,TX
36077230,8086,04/03/2022,12:42,15842,laser,Yoveo,Van Nuys,California,3423,CA
88032713,7229,04/08/2021,6:08,70190,jcb,Feednation,Dallas,Texas,3936,TX
64414931,7021,03/12/2022,6:19,74358,maestro,Yodo,Los Angeles,California,4372,CA
16439031,3047,07/16/2021,2:18,95012,diners-club-carte-blanche,Yodo,Washington,District of Columbia,8582,DC
16270687,8571,07/19/2021,10:21,42017,jcb,Jabbersphere,Scranton,Pennsylvania,3037,PA
73840977,1830,05/26/2021,9:27,27954,bankcard,Dynabox,Sioux City,Iowa,4368,IA
24928960,5830,04/14/2021,16:46,33297,solo,Realcube,Syracuse,New York,1775,NY
53052152,6264,06/13/2021,11:38,12113,instapayment,Tavu,Charleston,West Virginia,6376,WV
87699022,4659,10/12/2021,1:11,378,diners-club-us-ca,Muxo,Seattle,Washington,5647,WA
88085618,5082,05/30/2021,5:16,4234,jcb,Demizz,Tulsa,Oklahoma,9491,OK
31708662,2375,02/04/2022,20:44,91612,jcb,Zoovu,Kent,Washington,4027,WA
13579073,3443,03/02/2022,17:12,83909,diners-club-enroute,Brainbox,Orlando,Florida,6279,FL
51052506,3863,04/24/2021,17:57,32339,switch,Devpoint,Washington,District of Columbia,1831,DC
79340824,6812,05/17/2021,5:52,61673,instapayment,Agivu,Anchorage,Alaska,2688,AK
48865241,9539,02/21/2022,9:30,23174,visa,Yodoo,Moreno Valley,California,1675,CA
77788899,8369,10/12/2021,4:12,31364,diners-club-enroute,Topicshots,Fort Myers,Florida,5572,FL
11760930,6365,04/26/2021,7:23,21522,visa,Jetpulse,Denver,Colorado,5015,CO
67752050,2819,12/26/2021,17:25,67663,diners-club-enroute,Thoughtbeat,Washington,District of Columbia,3734,DC
48096332,3816,10/25/2021,17:08,84130,jcb,Photobean,Tucson,Arizona,9921,AZ
70530952,5988,11/05/2021,9:15,80812,bankcard,Zooxo,Washington,District of Columbia,1875,DC
46045657,2151,02/09/2022,3:08,73758,jcb,Photobug,Merrifield,Virginia,6213,VA
65893724,1127,02/13/2022,2:52,98249,jcb,Jaxspan,San Antonio,Texas,5278,TX
76858578,1137,02/26/2022,16:21,98009,mastercard,Dabshots,Mc Keesport,Pennsylvania,5300,PA
81721941,3317,10/11/2021,2:37,22186,china-unionpay,Browsezoom,Young America,Minnesota,8872,MN
46138081,5952,09/25/2021,0:41,59069,visa,Skyba,Tucson,Arizona,8406,AZ
58145122,1207,05/05/2021,6:12,32147,jcb,Katz,Memphis,Tennessee,8497,TN
87310490,1579,07/27/2021,16:20,3614,visa-electron,Innojam,Milwaukee,Wisconsin,9707,WI
26218869,6575,10/10/2021,20:29,62034,maestro,Kanoodle,Indianapolis,Indiana,2842,IN
52967088,9373,09/06/2021,3:45,56227,jcb,Yacero,Erie,Pennsylvania,4814,PA
68676120,2262,06/26/2021,13:04,40374,switch,Aimbu,Clearwater,Florida,5443,FL
79666919,3370,12/02/2021,17:33,54367,jcb,Ooba,Miami,Florida,9359,FL
48819839,3118,06/04/2021,18:22,55500,diners-club-enroute,Ntag,Oklahoma City,Oklahoma,7556,OK
13326372,2146,08/07/2021,10:08,91402,diners-club-enroute,Dabshots,Tampa,Florida,4214,FL
59935273,6164,06/16/2021,5:14,94664,mastercard,Eamia,Boca Raton,Florida,9888,FL
69662494,4438,12/30/2021,16:58,14655,mastercard,Kayveo,Bakersfield,California,6827,CA
35776643,2904,07/31/2021,10:15,62246,diners-club-international,Blognation,Charlottesville,Virginia,4089,VA
46460911,4424,03/07/2022,14:59,64523,jcb,Eimbee,Syracuse,New York,5504,NY
27237698,8240,08/18/2021,5:06,11545,diners-club-carte-blanche,Camimbo,Springfield,Illinois,7508,IL
64963995,2708,02/24/2022,0:00,90353,americanexpress,Centidel,Honolulu,Hawaii,9259,HI
16321636,8967,12/20/2021,19:42,15867,maestro,Zoovu,Louisville,Kentucky,7992,KY
33127657,8166,07/02/2021,13:49,7840,maestro,Livefish,Mc Keesport,Pennsylvania,3665,PA
60349306,6957,03/07/2022,4:22,79873,diners-club-carte-blanche,Skajo,Wichita,Kansas,3719,KS
66062647,6143,06/07/2021,9:46,72748,mastercard,Dynabox,Alexandria,Virginia,6364,VA
74087897,5605,06/05/2021,2:53,80045,diners-club-enroute,Photojam,Boise,Idaho,9383,ID
97614163,1945,03/09/2022,20:02,18172,jcb,Yambee,Salt Lake City,Utah,7417,UT
81171458,6877,05/13/2021,10:55,59042,jcb,Centizu,Chicago,Illinois,2268,IL
24495359,7487,12/20/2021,20:52,65220,maestro,Photojam,Amarillo,Texas,7954,TX
90313804,4920,08/27/2021,22:07,30769,jcb,Skipstorm,Jamaica,New York,2399,NY
40045228,3216,06/21/2021,8:02,58657,jcb,Flipbug,White Plains,New York,3911,NY
81716349,9508,12/14/2021,6:21,1989,switch,Riffwire,Anaheim,California,8522,CA
22066401,1254,08/29/2021,18:46,95307,instapayment,Blognation,Houston,Texas,3513,TX
83073326,8859,06/23/2021,13:40,39660,americanexpress,Meemm,Washington,District of Columbia,9588,DC
19014181,3622,05/29/2021,13:37,23368,mastercard,Skipfire,Corpus Christi,Texas,4557,TX
79025671,5068,06/29/2021,14:23,29719,visa-electron,Katz,Pensacola,Florida,6033,FL
88005528,5494,01/16/2022,19:55,8656,diners-club-carte-blanche,Realcube,Los Angeles,California,6200,CA
38862492,1133,09/06/2021,3:42,90272,jcb,Gigashots,Huntington,West Virginia,9606,WV
83722857,1760,04/02/2022,23:09,72978,jcb,Photospace,Myrtle Beach,South Carolina,1713,SC
74672480,1837,09/24/2021,9:52,20537,mastercard,Topicware,Midland,Michigan,8269,MI
33650932,4907,08/07/2021,15:43,2838,jcb,Linkbuzz,Aurora,Colorado,2012,CO
57691612,5239,02/17/2022,12:27,94259,americanexpress,Yombu,Wilmington,Delaware,6270,DE
79310518,7097,05/28/2021,16:55,31198,jcb,Dabshots,Aurora,Illinois,9639,IL
46417157,2898,03/31/2022,15:27,68208,jcb,Realblab,Northridge,California,9977,CA
94004729,4442,12/17/2021,5:53,81234,jcb,Voomm,Omaha,Nebraska,1172,NE
98349977,4447,10/13/2021,20:09,36541,switch,Babblestorm,Washington,District of Columbia,7675,DC
74040594,6176,08/15/2021,5:42,61666,maestro,Vinder,Wichita,Kansas,8395,KS
90436795,2069,02/16/2022,1:41,16258,jcb,Gabtune,Jamaica,New York,1477,NY
33851033,3131,11/26/2021,12:20,10912,jcb,Youspan,Omaha,Nebraska,9619,NE
39520891,4488,07/07/2021,22:20,20456,jcb,Dynava,Shawnee Mission,Kansas,9435,KS
84950251,4651,01/24/2022,20:46,62947,visa,Photobug,Lees Summit,Missouri,4804,MO
27004493,7276,02/12/2022,12:04,49067,switch,Dabvine,Sacramento,California,9019,CA
20060898,3046,04/11/2021,8:59,5257,jcb,Oyoba,Sacramento,California,7787,CA
79863865,5707,06/06/2021,13:57,11698,jcb,Thoughtstorm,Fullerton,California,4418,CA
67427885,4513,10/26/2021,2:25,87711,mastercard,Flashpoint,Tallahassee,Florida,3668,FL
63680292,7066,05/05/2021,11:12,29541,diners-club-carte-blanche,Aibox,Sacramento,California,4367,CA
26067424,5483,10/20/2021,20:48,65640,mastercard,Dabvine,Lancaster,Pennsylvania,7572,PA
19833311,8387,09/05/2021,7:39,51539,jcb,Camido,Macon,Georgia,3979,GA
90463427,7218,03/19/2022,11:06,56105,jcb,Devify,Spokane,Washington,9559,WA
43127292,2204,05/15/2021,3:10,86086,maestro,Topicware,Boston,Massachusetts,5538,MA
54280154,5442,05/27/2021,9:44,30759,mastercard,Bluezoom,Fresno,California,7977,CA
50389438,6073,08/08/2021,7:49,94665,jcb,Jabbercube,Indianapolis,Indiana,2202,IN
20289980,9593,06/02/2021,1:42,69934,visa,Bubblebox,Washington,District of Columbia,2119,DC
28422750,2160,09/06/2021,23:17,84881,china-unionpay,Fliptune,Memphis,Tennessee,4355,TN
25875394,9696,02/07/2022,4:18,42877,jcb,Photobug,Saint Louis,Missouri,6827,MO
28921121,2955,08/28/2021,23:47,69969,mastercard,Tekfly,Oklahoma City,Oklahoma,2291,OK
16133480,7937,02/08/2022,11:15,24683,jcb,Camido,Tampa,Florida,4946,FL
77834353,9993,02/10/2022,5:48,53086,bankcard,Babbleset,Miami,Florida,4074,FL
76552375,5815,12/11/2021,9:49,61011,switch,Quatz,Scottsdale,Arizona,2904,AZ
36842411,7439,05/01/2021,21:23,9750,visa,Agivu,Farmington,Michigan,4386,MI
36400001,4706,11/09/2021,2:03,49319,switch,Avamba,San Francisco,California,5894,CA
98946591,8221,11/14/2021,5:32,73155,diners-club-enroute,Innojam,Decatur,Georgia,8275,GA
11490293,5983,11/01/2021,5:17,7683,jcb,Jayo,Baltimore,Maryland,5057,MD
55838854,6139,09/16/2021,10:57,78188,instapayment,Janyx,Houston,Texas,4731,TX
56918308,4805,01/01/2022,21:06,35622,jcb,Trudoo,Winston Salem,North Carolina,3952,NC
51390530,2939,08/01/2021,2:08,66126,diners-club-carte-blanche,Viva,San Diego,California,7204,CA
13161201,5826,11/24/2021,7:49,69656,jcb,Dabvine,Charlotte,North Carolina,9845,NC
40488184,2411,08/10/2021,23:16,14761,maestro,Kwimbee,El Paso,Texas,5054,TX
88151835,2990,07/15/2021,19:33,91686,diners-club-carte-blanche,Browsetype,Odessa,Texas,9485,TX
72553940,6410,11/17/2021,14:40,2010,mastercard,Browsebug,Cape Coral,Florida,6715,FL
43653628,8757,01/29/2022,18:21,72328,jcb,Eamia,Philadelphia,Pennsylvania,9503,PA
99333207,1211,07/06/2021,18:00,55580,maestro,Yakitri,San Francisco,California,5424,CA
38753203,6016,02/26/2022,5:11,14186,jcb,Buzzster,Garland,Texas,2536,TX
24537589,8736,08/01/2021,23:19,92330,jcb,Eimbee,Raleigh,North Carolina,3487,NC
60000135,4203,07/23/2021,21:28,87143,jcb,Zazio,Macon,Georgia,1744,GA
69228088,6604,02/02/2022,13:21,80672,mastercard,Blogspan,Denver,Colorado,4652,CO
72136401,4081,10/02/2021,10:14,76647,maestro,Jabbertype,Colorado Springs,Colorado,2115,CO
20354817,2422,12/07/2021,15:30,43727,laser,Youbridge,Fort Worth,Texas,5045,TX
27191991,7840,08/28/2021,1:12,97873,jcb,Thoughtworks,San Diego,California,1693,CA
88878668,8470,09/21/2021,20:46,21454,diners-club-enroute,Jabbersphere,Phoenix,Arizona,8352,AZ
26751670,1796,03/02/2022,8:02,46883,jcb,Yacero,Fort Wayne,Indiana,5213,IN
21421702,8445,05/29/2021,17:24,50051,instapayment,Twinte,Tucson,Arizona,6885,AZ
30022129,5657,04/25/2021,14:07,81825,switch,Oyoloo,Salt Lake City,Utah,4746,UT
85137452,6815,08/24/2021,15:04,7486,visa-electron,Brainverse,New Orleans,Louisiana,3363,LA
30057731,7997,09/30/2021,19:32,89045,mastercard,Flashpoint,Washington,District of Columbia,8917,DC
85082630,8351,02/23/2022,9:38,89738,diners-club-enroute,Avaveo,Houston,Texas,3619,TX
41954690,2982,08/15/2021,1:29,39639,jcb,Browsezoom,El Paso,Texas,9904,TX
42504801,9562,05/22/2021,9:13,37053,jcb,Tagpad,Los Angeles,California,3833,CA
95819610,7373,08/09/2021,6:09,59768,bankcard,Jatri,Lansing,Michigan,4228,MI
98669990,3866,03/20/2022,12:21,38345,visa,Photofeed,Springfield,Missouri,9301,MO
96388204,1793,08/06/2021,18:53,72000,jcb,Tagpad,San Jose,California,2411,CA
53441033,8455,12/24/2021,6:04,8393,americanexpress,Browseblab,Brooklyn,New York,1441,NY
60432138,1464,06/06/2021,20:47,59345,switch,Centidel,Cheyenne,Wyoming,3068,WY
15214612,5465,03/18/2022,6:54,65185,jcb,Realcube,Detroit,Michigan,7800,MI
88658875,4647,12/19/2021,19:51,8799,maestro,Quimm,Corona,California,8759,CA
67533275,2780,02/19/2022,18:24,58667,china-unionpay,Photolist,San Antonio,Texas,6447,TX
61597327,2971,04/18/2021,21:28,13741,jcb,Gabspot,Birmingham,Alabama,6164,AL
96238232,6292,12/16/2021,18:50,47651,jcb,Youopia,Orlando,Florida,2591,FL
28783847,6237,05/03/2021,14:05,83624,laser,Shuffledrive,Montgomery,Alabama,9430,AL
33650463,8069,12/24/2021,22:27,25391,jcb,Photobug,New Orleans,Louisiana,2806,LA
58390397,8131,03/31/2022,8:28,20837,diners-club-enroute,Oyoba,Kansas City,Missouri,8490,MO
42303487,3356,01/03/2022,17:09,95389,jcb,Skinte,Iowa City,Iowa,4629,IA
77535612,7336,10/20/2021,4:35,35863,china-unionpay,Bubblebox,Washington,District of Columbia,5735,DC
17814145,6721,10/05/2021,14:18,48338,visa-electron,Kwinu,Roanoke,Virginia,6664,VA
38672271,6735,06/19/2021,2:59,61591,solo,Trudoo,Houston,Texas,5672,TX
76342622,8614,08/15/2021,6:38,35188,americanexpress,Kimia,Brooklyn,New York,2635,NY
93537314,7545,06/29/2021,15:28,94451,mastercard,Feedfire,Lincoln,Nebraska,1474,NE
30306385,8436,08/08/2021,16:43,10652,mastercard,Midel,Washington,District of Columbia,7026,DC
87412456,5100,08/22/2021,3:26,78395,americanexpress,Skinix,Jamaica,New York,3583,NY
62721019,6534,06/29/2021,4:01,79785,instapayment,Layo,Boulder,Colorado,2157,CO
89291326,8704,06/07/2021,2:47,99651,diners-club-carte-blanche,Demizz,Washington,District of Columbia,9085,DC
90516266,1312,01/08/2022,16:35,10284,americanexpress,Wikido,Concord,California,2730,CA
23996484,9639,07/30/2021,20:16,6450,diners-club-enroute,Skyvu,Cincinnati,Ohio,4011,OH
14881671,4032,06/15/2021,1:20,89335,jcb,Zoonoodle,Canton,Ohio,5616,OH
52958085,8484,06/04/2021,21:31,86559,jcb,Katz,Atlanta,Georgia,6712,GA
43895252,4700,10/02/2021,23:09,60787,visa,Thoughtmix,Lansing,Michigan,8769,MI
55517986,3030,03/16/2022,8:41,7399,jcb,Rhynoodle,Laredo,Texas,2977,TX
78797029,9382,03/05/2022,22:05,36457,diners-club-enroute,Thoughtmix,North Las Vegas,Nevada,3402,NV
51031684,1259,09/20/2021,20:44,94611,mastercard,Photospace,South Bend,Indiana,7782,IN
74580327,2205,10/10/2021,3:04,15141,china-unionpay,Innotype,Oakland,California,7248,CA
50513606,8886,11/26/2021,4:16,53941,jcb,Babbleopia,New York City,New York,2630,NY
85212236,7015,05/22/2021,11:29,53751,solo,Tagpad,Santa Rosa,California,7065,CA
49116163,3906,01/23/2022,1:29,72128,jcb,Gevee,Houston,Texas,8790,TX
61415565,9198,10/24/2021,18:02,27922,jcb,Voonix,Wilkes Barre,Pennsylvania,9717,PA
45926076,4127,02/27/2022,10:47,35455,jcb,Photobug,Chicago,Illinois,8149,IL
38596386,6403,05/15/2021,8:50,14697,jcb,Einti,Des Moines,Iowa,3682,IA
46153532,8610,04/03/2022,23:02,93029,laser,Meetz,Buffalo,New York,3941,NY
24082358,5861,08/06/2021,18:38,61376,jcb,Katz,Austin,Texas,1499,TX
35795102,4117,12/18/2021,15:28,60801,jcb,Realfire,San Diego,California,2216,CA
75202483,6468,09/01/2021,23:42,99200,jcb,Skivee,Denver,Colorado,1378,CO
12550193,7993,05/13/2021,3:29,39786,jcb,Mudo,Dayton,Ohio,5054,OH
66673690,7635,08/11/2021,3:27,99563,visa-electron,Skiba,Washington,District of Columbia,5528,DC
99601927,4668,09/01/2021,14:00,2602,instapayment,Skyvu,Lexington,Kentucky,7399,KY
65863988,1503,06/01/2021,4:34,66880,jcb,Youspan,Fort Wayne,Indiana,9446,IN
68370756,9067,01/20/2022,19:31,2475,mastercard,Katz,Cincinnati,Ohio,5023,OH
41616073,4818,01/05/2022,18:42,10273,jcb,Zoomdog,Raleigh,North Carolina,3411,NC
96417316,7030,01/08/2022,18:18,8393,jcb,Camimbo,Brooklyn,New York,4467,NY
12834559,9236,09/14/2021,7:38,71237,switch,Einti,Corpus Christi,Texas,9541,TX
27122592,2811,04/23/2021,6:49,73648,jcb,Vinder,Cape Coral,Florida,2109,FL
65458552,9362,09/06/2021,22:13,43680,jcb,Realblab,Salt Lake City,Utah,4655,UT
81152700,1407,10/19/2021,15:24,59320,jcb,Skidoo,Philadelphia,Pennsylvania,3119,PA
59956675,6257,07/02/2021,18:03,63796,jcb,Gevee,Eugene,Oregon,1990,OR
23919044,4383,05/14/2021,4:22,99662,jcb,Devcast,Anchorage,Alaska,2673,AK
95352470,2130,08/15/2021,12:50,25800,jcb,Quinu,Phoenix,Arizona,2739,AZ
79127339,4400,09/28/2021,11:40,1909,laser,Myworks,Winter Haven,Florida,2159,FL
31790666,2396,07/31/2021,23:06,54852,jcb,Jabberstorm,Brooklyn,New York,3316,NY
86829747,6074,01/25/2022,10:27,73440,china-unionpay,Leenti,El Paso,Texas,4776,TX
19052805,5343,11/09/2021,18:37,68621,visa,Oyondu,Charlotte,North Carolina,2435,NC
13002859,8376,09/02/2021,7:29,13785,mastercard,Mynte,Birmingham,Alabama,5307,AL
55909498,3262,11/26/2021,12:33,26717,bankcard,Yombu,Jamaica,New York,3258,NY
12749600,2421,06/11/2021,19:50,91732,visa-electron,Feedfish,New York City,New York,2394,NY
82399183,7481,10/23/2021,17:19,55998,switch,Youbridge,Garland,Texas,7954,TX
70528727,4934,12/25/2021,2:31,76097,china-unionpay,Jayo,Brooklyn,New York,9259,NY
33098906,8981,04/08/2021,4:38,14794,jcb,Edgepulse,Arlington,Virginia,9543,VA
28696155,8180,10/15/2021,3:31,80019,mastercard,Ntags,El Paso,Texas,5656,TX
52940698,6804,02/06/2022,12:54,85434,switch,Skyba,Spokane,Washington,2976,WA
11486608,2699,06/16/2021,2:03,27749,jcb,Yamia,Pittsburgh,Pennsylvania,9457,PA
99781746,7947,11/17/2021,6:04,82501,mastercard,Oyoyo,Los Angeles,California,1303,CA
11767580,9153,09/01/2021,6:36,21913,maestro,Aimbo,Peoria,Illinois,1765,IL
46841855,9638,05/06/2021,23:19,49326,diners-club-carte-blanche,Viva,Charlotte,North Carolina,6536,NC
20975294,2871,11/03/2021,10:52,35826,jcb,Skyba,Albany,New York,6347,NY
72340690,5391,03/21/2022,10:47,37239,mastercard,Twitterwire,Houston,Texas,7182,TX
76083248,7201,03/18/2022,4:41,71020,jcb,Wikivu,Huntington,West Virginia,5566,WV
77857213,1272,01/12/2022,10:58,188,china-unionpay,Mydo,Washington,District of Columbia,6336,DC
51715798,1658,11/08/2021,14:59,89321,mastercard,Einti,Midland,Texas,3878,TX
25787328,9195,08/10/2021,21:53,24665,switch,Plajo,Sarasota,Florida,3040,FL
36476326,5995,05/18/2021,7:46,69449,diners-club-carte-blanche,Brightdog,Littleton,Colorado,3816,CO
15087934,4702,10/16/2021,1:36,14042,visa-electron,Tagtune,Montgomery,Alabama,5972,AL
18972983,1664,05/11/2021,10:33,35099,maestro,Voolia,Los Angeles,California,6136,CA
79563476,2461,11/12/2021,23:31,70044,diners-club-international,Blogspan,Springfield,Massachusetts,6728,MA
77313490,9877,08/11/2021,0:12,89584,jcb,Voonte,Tyler,Texas,7030,TX
62297299,8282,09/12/2021,23:28,8233,jcb,Topiczoom,Shawnee Mission,Kansas,4666,KS
83680145,6121,07/06/2021,3:55,96586,diners-club-us-ca,Meeveo,Oakland,California,8112,CA
97088963,2181,12/23/2021,13:22,62202,mastercard,Voolia,Fort Lauderdale,Florida,2525,FL
