customerNumber (CIF),cardLast4Digits,transactionDate,transactionTime,transactionAmount,transactionType,merchantName,merchantCity,merchantState,merchantZip,stateCode
23713359,3636,02/07/2022,6:48,63010,maestro,Photofeed,Littleton,Colorado,2740,CO
19059287,2258,01/01/2022,0:18,35765,switch,Zoombox,Jamaica,New York,7894,NY
90188599,2116,10/11/2021,14:23,8914,jcb,Wordtune,Irvine,California,9405,CA
62008582,6802,07/18/2021,16:38,54852,visa-electron,Flashspan,Winston Salem,North Carolina,1401,NC
58849239,7357,04/26/2021,21:11,41533,jcb,Jaxnation,Bronx,New York,3420,NY
53965333,2653,06/06/2021,2:17,96371,jcb,InnoZ,Daytona Beach,Florida,5808,FL
31461794,7134,06/16/2021,17:21,21147,diners-club-us-ca,Abatz,Indianapolis,Indiana,3567,IN
17170019,8865,03/17/2022,1:44,1196,jcb,Kayveo,Evansville,Indiana,9747,IN
47130893,1865,01/07/2022,10:53,51239,jcb,Linkbuzz,Springfield,Illinois,4346,IL
34314658,7460,08/24/2021,3:02,94869,jcb,Livetube,Philadelphia,Pennsylvania,8783,PA
34101315,7040,04/10/2021,20:50,2472,diners-club-enroute,Tavu,Corpus Christi,Texas,5066,TX
64368387,9602,02/03/2022,4:29,61040,maestro,Feedmix,Anaheim,California,7420,CA
80495411,6937,07/03/2021,11:24,14551,maestro,Nlounge,Baltimore,Maryland,7848,MD
77617224,9102,09/17/2021,15:58,36425,mastercard,Quinu,Hicksville,New York,4737,NY
49932381,7625,11/29/2021,21:31,29306,jcb,Blogpad,Atlanta,Georgia,3768,GA
45292908,1291,07/17/2021,12:35,74521,jcb,Omba,Detroit,Michigan,5746,MI
34281659,8969,01/09/2022,23:06,31937,solo,Skalith,New Castle,Pennsylvania,2705,PA
80875109,3639,04/26/2021,13:57,29246,diners-club-carte-blanche,Janyx,Erie,Pennsylvania,5075,PA
51216546,5979,11/25/2021,13:12,72453,bankcard,Eidel,Akron,Ohio,7642,OH
96190380,7840,01/14/2022,8:50,46219,visa-electron,Twitterbridge,Columbus,Ohio,9045,OH
64063071,3340,12/11/2021,7:29,24741,laser,Bluejam,Oklahoma City,Oklahoma,5004,OK
87695084,8656,03/10/2022,22:04,63617,americanexpress,Kamba,Lake Worth,Florida,5896,FL
24441451,2383,03/18/2022,14:44,43552,americanexpress,Voolia,Albuquerque,New Mexico,4530,NM
20833220,8693,12/24/2021,3:58,73125,jcb,Babbleopia,Pompano Beach,Florida,5354,FL
64831955,3456,03/09/2022,19:38,24093,visa-electron,Bubblemix,Minneapolis,Minnesota,4061,MN
77118723,2302,06/23/2021,12:16,95643,china-unionpay,Jabbercube,Minneapolis,Minnesota,1232,MN
31128215,9239,02/19/2022,11:30,5133,jcb,Rhyzio,Spring Hill,Florida,3890,FL
45401975,8403,09/08/2021,1:49,98764,mastercard,Oyoba,New Orleans,Louisiana,3010,LA
80656687,9682,06/29/2021,6:16,74518,visa,Jatri,Roanoke,Virginia,7582,VA
61148518,8109,11/29/2021,19:45,53878,laser,Aimbo,Sioux Falls,South Dakota,8482,SD
92668716,9404,09/23/2021,8:20,8151,bankcard,Yodoo,Saint Louis,Missouri,9854,MO
79914190,2154,03/12/2022,8:01,33761,americanexpress,Photospace,Burbank,California,6285,CA
22474284,7729,11/19/2021,6:24,30205,americanexpress,Youopia,Columbia,Missouri,6012,MO
91965034,3007,01/24/2022,17:35,53462,jcb,Zoomlounge,Irvine,California,7878,CA
32087476,2763,04/08/2021,4:26,49493,jcb,Twimbo,Santa Monica,California,5727,CA
77864429,9716,02/10/2022,21:39,30789,diners-club-us-ca,Divanoodle,Erie,Pennsylvania,8229,PA
62719890,5596,10/13/2021,21:45,24134,diners-club-enroute,Reallinks,Oklahoma City,Oklahoma,4643,OK
79323306,3531,09/06/2021,7:00,77543,jcb,Dabfeed,Houston,Texas,1837,TX
31405988,1817,10/12/2021,16:21,47890,americanexpress,Brainbox,Berkeley,California,4467,CA
70631805,5277,05/23/2021,10:30,70204,bankcard,Skynoodle,Cincinnati,Ohio,5955,OH
55427020,4060,04/01/2022,17:18,23927,jcb,Oodoo,Albuquerque,New Mexico,5027,NM
81247552,4174,01/12/2022,23:50,66370,mastercard,Meejo,Omaha,Nebraska,2664,NE
71746582,6829,12/06/2021,4:58,25856,diners-club-carte-blanche,Skinte,Las Vegas,Nevada,8262,NV
25149367,6433,04/06/2022,1:41,6672,instapayment,Photojam,Syracuse,New York,9915,NY
14744043,6040,03/29/2022,9:49,51498,diners-club-enroute,Jetwire,Dallas,Texas,3736,TX
22630633,4551,04/06/2022,11:29,5048,mastercard,Eadel,El Paso,Texas,5528,TX
62674541,7424,09/26/2021,2:56,64723,bankcard,Trilith,Las Vegas,Nevada,1146,NV
69836658,1606,06/24/2021,4:45,56248,bankcard,Browsedrive,Indianapolis,Indiana,6575,IN
28403597,7087,12/10/2021,10:41,49400,jcb,Browsecat,Peoria,Illinois,4554,IL
47010032,1730,07/28/2021,4:55,86600,china-unionpay,Leenti,Hicksville,New York,8016,NY
38037518,2893,12/06/2021,10:48,21085,instapayment,Gabtype,Greenville,South Carolina,8166,SC
40754247,6692,08/06/2021,14:18,45495,jcb,Tagtune,Louisville,Kentucky,5034,KY
41487990,3675,08/07/2021,1:44,56763,bankcard,Babbleblab,Seattle,Washington,5520,WA
46826561,1919,02/03/2022,11:30,53182,jcb,Meevee,Arvada,Colorado,1707,CO
28552658,1115,01/17/2022,3:35,21264,jcb,Twimbo,Amarillo,Texas,8072,TX
91785023,8488,06/12/2021,23:54,11573,switch,Eadel,Silver Spring,Maryland,1794,MD
76790215,8338,03/01/2022,18:01,97473,jcb,Ntags,Omaha,Nebraska,3767,NE
72648585,6477,11/18/2021,13:20,18973,mastercard,Photobug,San Antonio,Texas,3935,TX
75877015,3541,12/01/2021,12:02,7691,visa-electron,Yadel,Portland,Oregon,4278,OR
63855026,6022,09/15/2021,12:51,32901,americanexpress,Plambee,Alhambra,California,4587,CA
48570004,2649,03/02/2022,17:32,85084,visa-electron,Photobug,Phoenix,Arizona,1267,AZ
19345018,2187,10/03/2021,21:26,69056,diners-club-enroute,Voonix,Toledo,Ohio,8045,OH
50957445,7770,09/15/2021,18:20,42821,china-unionpay,Divavu,Washington,District of Columbia,6264,DC
82224749,4182,10/05/2021,3:47,37108,jcb,Mybuzz,New York City,New York,9244,NY
45393661,7893,12/01/2021,14:31,1818,maestro,Kwimbee,Birmingham,Alabama,5178,AL
59253873,2809,11/09/2021,21:57,59644,diners-club-international,Jayo,Brooklyn,New York,5202,NY
26268599,9343,09/04/2021,13:23,78778,maestro,Skimia,Ashburn,Virginia,7898,VA
46636394,2717,12/21/2021,10:54,70799,jcb,Skynoodle,New York City,New York,4576,NY
26265926,6797,12/20/2021,0:45,58313,diners-club-us-ca,Kanoodle,Cincinnati,Ohio,7623,OH
12038025,4563,10/13/2021,15:09,3735,diners-club-carte-blanche,Brainbox,Des Moines,Iowa,3050,IA
72870133,3286,06/21/2021,15:57,59697,bankcard,Buzzster,Tampa,Florida,2433,FL
77634702,6595,06/13/2021,19:24,7707,switch,Skimia,Vancouver,Washington,2793,WA
15381890,7583,03/08/2022,13:36,7234,jcb,Layo,Austin,Texas,2553,TX
36565963,4316,07/16/2021,2:44,78098,americanexpress,Abata,Omaha,Nebraska,9284,NE
73958233,7082,10/05/2021,19:51,57303,jcb,Dablist,College Station,Texas,1335,TX
40200563,2998,03/25/2022,0:47,49661,bankcard,Wordware,Lafayette,Indiana,2316,IN
32475253,1690,03/28/2022,2:49,6537,jcb,Plajo,Arlington,Texas,1943,TX
87191798,7078,08/24/2021,7:45,14221,americanexpress,Kwinu,Rockford,Illinois,2897,IL
74023053,4109,06/11/2021,12:40,84164,jcb,Brainbox,London,Kentucky,7557,KY
40974112,6347,06/21/2021,14:11,7643,mastercard,Blogtags,Salt Lake City,Utah,2056,UT
83720617,9338,09/19/2021,5:39,67948,china-unionpay,Yodel,Inglewood,California,9396,CA
92695865,2343,02/23/2022,17:03,2598,diners-club-carte-blanche,Twitterwire,Irving,Texas,4953,TX
19054134,9550,06/12/2021,0:22,77132,diners-club-enroute,Layo,Lansing,Michigan,9146,MI
42809136,9565,06/09/2021,8:02,14042,diners-club-carte-blanche,Miboo,Dallas,Texas,9943,TX
99490870,4756,04/06/2022,21:47,15961,diners-club-carte-blanche,Kayveo,Saint Louis,Missouri,4265,MO
32050492,2215,11/13/2021,13:22,16741,americanexpress,Riffpath,Minneapolis,Minnesota,9754,MN
71438482,4590,01/10/2022,19:01,69233,jcb,Youspan,Orange,California,2991,CA
59958021,3445,05/12/2021,2:56,80762,jcb,Voonte,Baton Rouge,Louisiana,7861,LA
96858616,7631,11/11/2021,19:46,74345,jcb,Ailane,Vero Beach,Florida,9419,FL
35154294,4936,05/06/2021,7:51,15981,jcb,Jaxbean,Minneapolis,Minnesota,2568,MN
45886783,4510,04/20/2021,8:36,96535,mastercard,Blogspan,New York City,New York,4625,NY
84552232,5179,01/04/2022,13:17,3871,visa,Mydo,Wichita,Kansas,3750,KS
72312246,1862,08/28/2021,8:53,24246,jcb,Jetpulse,Roanoke,Virginia,8304,VA
59718446,2993,03/30/2022,15:17,82191,diners-club-international,Topicshots,Richmond,Virginia,3186,VA
55941031,9441,05/26/2021,4:02,77016,jcb,Zoombox,Cincinnati,Ohio,5710,OH
88594570,6306,01/28/2022,18:17,91867,mastercard,Roomm,Miami,Florida,8324,FL
40202557,8660,07/29/2021,3:17,77138,solo,Blogpad,Shreveport,Louisiana,9947,LA
19587622,1656,08/28/2021,0:44,35857,maestro,Pixoboo,El Paso,Texas,8143,TX
26391798,9797,08/27/2021,7:20,9571,mastercard,Skyndu,Des Moines,Iowa,6270,IA
41548290,8501,07/23/2021,18:26,57493,switch,Skimia,Sacramento,California,4316,CA
14808337,5307,04/03/2022,23:01,8492,visa-electron,Buzzdog,Charleston,West Virginia,6903,WV
45891681,5711,09/23/2021,4:09,37732,jcb,Wordtune,San Francisco,California,7237,CA
97902117,6690,01/08/2022,13:24,23375,jcb,Zoomcast,Denver,Colorado,4413,CO
68115222,4780,03/08/2022,20:28,72281,jcb,Divavu,Columbus,Ohio,3144,OH
38578503,8791,05/03/2021,9:34,26995,americanexpress,Skinder,Hyattsville,Maryland,2279,MD
88618032,4301,02/19/2022,18:42,82273,jcb,Skimia,Scranton,Pennsylvania,2780,PA
30914100,4894,07/14/2021,16:49,48824,jcb,Jabbertype,Mansfield,Ohio,1498,OH
81044749,5641,12/18/2021,20:11,33719,maestro,Dazzlesphere,Hartford,Connecticut,3118,CT
67054770,9717,04/05/2022,11:17,63644,jcb,Blogtag,Detroit,Michigan,3079,MI
23948658,6180,03/01/2022,4:33,54258,maestro,Bubbletube,Baltimore,Maryland,7125,MD
35126660,4554,09/22/2021,5:21,96619,maestro,Voolith,Grand Forks,North Dakota,8194,ND
30750966,6223,07/07/2021,23:08,71252,jcb,JumpXS,Austin,Texas,5015,TX
27142138,7952,01/04/2022,12:55,59782,mastercard,Aimbo,Washington,District of Columbia,7684,DC
46334928,3582,05/24/2021,20:09,23457,jcb,Agimba,Huntsville,Alabama,8787,AL
48378028,3801,12/06/2021,17:37,56428,maestro,Skippad,Richmond,Virginia,5170,VA
63227983,1808,03/13/2022,18:56,86900,mastercard,Yamia,Appleton,Wisconsin,4452,WI
58438735,8115,11/11/2021,15:41,16153,maestro,Fivechat,San Diego,California,7880,CA
29862026,9839,05/02/2021,18:54,94205,laser,Yodel,Boston,Massachusetts,3025,MA
27416991,7863,02/15/2022,23:24,89846,americanexpress,Rhycero,Los Angeles,California,3494,CA
27260838,2203,05/02/2021,4:33,24985,jcb,Jatri,Myrtle Beach,South Carolina,5684,SC
63697356,3159,01/03/2022,0:44,62866,americanexpress,Realcube,Scottsdale,Arizona,9773,AZ
61120957,3214,02/17/2022,20:41,31040,jcb,Bubbletube,Vancouver,Washington,4055,WA
98486910,9438,06/14/2021,16:13,61704,jcb,Babbleblab,Fresno,California,3652,CA
69106589,2624,04/17/2021,1:24,75753,jcb,Oozz,Mobile,Alabama,6796,AL
79024759,8694,01/03/2022,2:38,77762,jcb,Trunyx,Ogden,Utah,5659,UT
90512770,4033,07/15/2021,13:48,4698,jcb,Edgeclub,Salt Lake City,Utah,9262,UT
39531840,8265,10/17/2021,20:05,19679,jcb,Topiclounge,Houston,Texas,5543,TX
28546171,6636,06/10/2021,16:33,80008,americanexpress,Eimbee,Orlando,Florida,3602,FL
68069213,6748,06/17/2021,5:08,97684,jcb,Yakitri,Boston,Massachusetts,1381,MA
88601919,9527,08/15/2021,0:44,52648,jcb,Skalith,Mesquite,Texas,5082,TX
41005906,8196,06/23/2021,9:31,23879,visa-electron,Wikibox,New Haven,Connecticut,4890,CT
69243393,4302,08/22/2021,4:20,16986,jcb,Babblestorm,Miami,Florida,4823,FL
68739013,5668,06/27/2021,16:59,22574,jcb,Thoughtstorm,Concord,California,1302,CA
75979248,3316,05/21/2021,21:57,92363,jcb,Zoovu,Arlington,Virginia,7542,VA
44881225,7176,03/12/2022,21:56,15288,jcb,Npath,Meridian,Mississippi,5814,MS
56364418,3492,12/28/2021,19:09,99016,laser,Roombo,Flint,Michigan,2101,MI
17494495,2975,04/23/2021,15:04,12528,mastercard,Yabox,New York City,New York,2034,NY
87707383,4798,01/29/2022,19:15,11674,jcb,Voolia,Frankfort,Kentucky,7450,KY
68163113,6213,04/30/2021,14:35,17779,visa,Edgetag,Cambridge,Massachusetts,3268,MA
29260185,7744,01/03/2022,11:28,69786,jcb,Devcast,Wichita,Kansas,3066,KS
27350624,3456,09/15/2021,3:18,23995,mastercard,Thoughtsphere,Denver,Colorado,3482,CO
76452250,7891,03/03/2022,5:47,10232,jcb,Yozio,Houston,Texas,1117,TX
90993181,7875,08/16/2021,0:12,34663,diners-club-carte-blanche,Edgeblab,Salinas,California,8203,CA
41931788,3962,06/07/2021,13:53,89187,mastercard,Dazzlesphere,Boulder,Colorado,6919,CO
65993214,4676,09/30/2021,2:44,49792,diners-club-enroute,Midel,North Hollywood,California,3250,CA
96907087,3707,07/07/2021,14:23,36474,diners-club-us-ca,Aimbu,Modesto,California,7179,CA
37462524,2416,12/07/2021,22:45,61109,solo,Edgepulse,Jamaica,New York,7606,NY
81221360,4535,04/20/2021,1:32,65677,china-unionpay,Aivee,Mobile,Alabama,7603,AL
12830261,9647,06/01/2021,19:18,74525,jcb,Quinu,Los Angeles,California,2909,CA
86807669,8598,04/22/2021,17:10,93215,americanexpress,Muxo,Chicago,Illinois,6337,IL
97516163,9751,06/20/2021,5:43,99526,jcb,Vipe,Waco,Texas,4636,TX
49257309,9241,12/12/2021,9:38,72102,maestro,Tagfeed,Dallas,Texas,6960,TX
81807258,2995,01/29/2022,22:33,49274,diners-club-us-ca,Myworks,Spokane,Washington,5943,WA
55922477,2666,04/27/2021,23:03,98915,jcb,Topicstorm,Spokane,Washington,4538,WA
55184822,2986,01/22/2022,9:53,36214,americanexpress,Gabtype,Topeka,Kansas,4406,KS
25328808,2833,07/16/2021,8:49,90883,jcb,Topicware,Norwalk,Connecticut,6272,CT
13968071,1788,01/18/2022,0:14,59826,jcb,Mita,Silver Spring,Maryland,5495,MD
27551189,5815,05/06/2021,23:45,14744,jcb,Ntags,Washington,District of Columbia,1974,DC
89282449,8497,01/17/2022,22:45,78115,jcb,Photolist,Dallas,Texas,9151,TX
90136883,7769,07/29/2021,6:14,84812,visa-electron,Shufflebeat,Atlanta,Georgia,2833,GA
78008096,6621,01/20/2022,21:20,37067,switch,Topicstorm,Austin,Texas,2145,TX
75131734,3115,11/15/2021,9:31,66114,diners-club-carte-blanche,Realbuzz,Kansas City,Missouri,4044,MO
53723068,1122,07/03/2021,14:48,88693,instapayment,Ainyx,Dallas,Texas,9393,TX
42956129,2260,09/29/2021,17:29,86400,jcb,Jabberstorm,Des Moines,Iowa,3715,IA
61399343,2739,07/06/2021,5:40,90995,bankcard,Trilith,Detroit,Michigan,3305,MI
16181062,6201,06/23/2021,0:44,30514,solo,Trudeo,Prescott,Arizona,9915,AZ
99496458,3020,07/20/2021,0:34,86386,china-unionpay,Jabbertype,Winston Salem,North Carolina,1931,NC
36237664,5674,11/10/2021,6:43,18395,americanexpress,Oyoba,Jacksonville,Florida,2163,FL
48315373,2064,08/30/2021,9:02,67848,jcb,Skinder,Orlando,Florida,1649,FL
59989052,8078,02/09/2022,11:19,93201,jcb,Dynabox,Houston,Texas,7262,TX
35548676,3630,02/15/2022,10:34,80018,diners-club-enroute,Cogilith,Sacramento,California,2310,CA
55108347,1970,03/15/2022,13:24,23454,visa,Devify,Milwaukee,Wisconsin,1715,WI
48258731,9315,09/28/2021,21:00,44291,jcb,Kare,San Diego,California,6405,CA
88447036,6176,06/27/2021,9:56,92046,china-unionpay,Fivespan,Syracuse,New York,4864,NY
48034784,3234,12/21/2021,14:51,29205,mastercard,Kazio,Atlanta,Georgia,8057,GA
42251181,9004,09/14/2021,3:31,53813,jcb,Cogibox,Toledo,Ohio,4303,OH
14588466,9849,08/19/2021,12:33,63774,americanexpress,Photobean,Arlington,Virginia,6078,VA
25198258,9109,07/07/2021,20:52,60773,jcb,Eabox,Salt Lake City,Utah,1186,UT
81348947,2918,07/30/2021,4:49,14646,jcb,Kazu,Houston,Texas,2185,TX
40099397,8660,03/26/2022,22:25,74758,jcb,Trupe,Brockton,Massachusetts,5686,MA
65049334,8991,04/02/2022,7:23,46088,jcb,Meevee,Aurora,Colorado,9431,CO
40622227,5681,02/13/2022,10:12,34482,americanexpress,Jaxworks,San Diego,California,7707,CA
30070664,9959,02/19/2022,11:08,16346,jcb,Twimbo,Albany,New York,3156,NY
43490350,5639,08/16/2021,0:04,96818,mastercard,Trudeo,Orlando,Florida,8430,FL
11994529,9477,12/23/2021,5:35,54313,visa,Blogpad,Milwaukee,Wisconsin,4575,WI
87823089,6174,07/04/2021,16:07,39956,jcb,Trudoo,Stockton,California,7284,CA
66822207,3750,11/23/2021,18:17,49253,jcb,Gabvine,Sacramento,California,4323,CA
99013134,9374,01/23/2022,5:21,2518,jcb,Avamba,Asheville,North Carolina,7947,NC
86082483,3757,10/23/2021,19:54,99429,jcb,Rhynoodle,Fort Myers,Florida,4786,FL
69359235,8839,09/02/2021,12:51,27691,diners-club-carte-blanche,Kaymbo,Murfreesboro,Tennessee,1583,TN
25605410,2814,06/12/2021,6:13,72338,mastercard,Katz,Philadelphia,Pennsylvania,8982,PA
45327432,3178,08/15/2021,10:49,4254,maestro,Browsebug,Jackson,Mississippi,7374,MS
27659937,8869,07/17/2021,8:19,45750,americanexpress,Yadel,Lakeland,Florida,9066,FL
57949934,6274,03/03/2022,9:38,76880,visa-electron,Youtags,Naples,Florida,9744,FL
63246166,8502,11/18/2021,12:20,41613,jcb,Twimm,Cleveland,Ohio,6255,OH
80121795,5147,07/13/2021,19:36,15655,jcb,Lazzy,San Francisco,California,2276,CA
36769136,3308,09/04/2021,1:38,41507,china-unionpay,Meetz,Juneau,Alaska,1452,AK
51155807,9309,11/30/2021,3:03,68606,jcb,Topiclounge,Phoenix,Arizona,4221,AZ
13319577,4633,10/04/2021,20:10,64090,maestro,Edgepulse,Tuscaloosa,Alabama,6681,AL
62546001,1601,03/19/2022,12:03,79795,mastercard,Linklinks,South Bend,Indiana,5936,IN
94871513,1239,02/10/2022,7:04,98482,diners-club-carte-blanche,Photobug,Saint Paul,Minnesota,5052,MN
66270301,7058,08/27/2021,19:13,31531,visa-electron,Thoughtbeat,Houston,Texas,7390,TX
21217497,7344,01/01/2022,13:10,31381,americanexpress,Katz,Evansville,Indiana,2966,IN
35180822,3588,06/08/2021,8:33,79866,jcb,Eidel,San Diego,California,7185,CA
49121090,7950,03/24/2022,10:08,84762,jcb,Cogibox,Tacoma,Washington,3030,WA
68649122,1933,06/16/2021,12:04,42581,jcb,Ooba,Winston Salem,North Carolina,7749,NC
71071163,5498,10/05/2021,2:26,54253,switch,Tazz,Boise,Idaho,3798,ID
22552002,2764,07/13/2021,9:45,86671,switch,Zoombox,Atlanta,Georgia,2577,GA
85229175,2287,07/13/2021,16:16,23703,jcb,Yodo,Dayton,Ohio,3006,OH
18899412,2210,10/30/2021,1:46,1987,mastercard,Yodel,El Paso,Texas,3574,TX
39552110,6278,09/17/2021,9:41,17481,solo,Aivee,Baton Rouge,Louisiana,7338,LA
81517229,1698,10/01/2021,6:31,72360,jcb,Oyope,Mesa,Arizona,1623,AZ
79177987,2404,04/24/2021,17:40,20586,jcb,Rhynoodle,Hampton,Virginia,4786,VA
49216647,9059,11/21/2021,11:45,36505,laser,Meevee,Memphis,Tennessee,9559,TN
80987454,8978,03/29/2022,18:48,7790,mastercard,Dynabox,Montgomery,Alabama,2721,AL
39401684,9948,10/18/2021,23:22,10654,laser,Ozu,Nashville,Tennessee,6155,TN
26366657,5035,12/07/2021,23:08,16679,jcb,Quatz,San Jose,California,5353,CA
88439233,9883,05/09/2021,21:28,44353,visa-electron,Jaxworks,Memphis,Tennessee,8817,TN
78184082,2934,05/05/2021,16:22,31327,jcb,Wikido,San Francisco,California,6598,CA
56319708,6771,08/10/2021,17:08,94200,jcb,Zoonoodle,New York City,New York,6723,NY
70103587,8588,09/24/2021,6:26,7436,mastercard,Podcat,Jeffersonville,Indiana,9003,IN
29939305,3352,02/07/2022,12:32,91673,visa-electron,Eire,Louisville,Kentucky,1595,KY
55849195,5691,09/06/2021,5:41,73600,visa-electron,Aimbu,Young America,Minnesota,6944,MN
28799615,8338,07/19/2021,5:50,22984,diners-club-carte-blanche,Kayveo,Richmond,Virginia,1657,VA
25262033,7018,11/02/2021,4:01,28316,jcb,Jazzy,Albany,New York,8522,NY
43676210,3426,01/10/2022,8:48,25409,mastercard,Trilia,Fresno,California,7327,CA
38944590,8390,04/11/2021,15:12,75345,laser,Midel,Bakersfield,California,2413,CA
33956738,3070,05/19/2021,5:06,55885,mastercard,Zooxo,Cleveland,Ohio,9570,OH
88531987,4278,03/12/2022,17:19,44307,jcb,Youspan,Cedar Rapids,Iowa,3324,IA
13016983,9700,02/25/2022,7:02,42104,diners-club-carte-blanche,Realcube,Sacramento,California,8012,CA
24969152,6025,02/07/2022,11:54,34318,maestro,Fadeo,Yakima,Washington,8493,WA
81819851,3570,08/20/2021,19:01,9939,jcb,Jabbercube,Lake Charles,Louisiana,8321,LA
35155560,4263,07/31/2021,6:12,13105,jcb,Youfeed,Memphis,Tennessee,9286,TN
43593193,2739,05/22/2021,19:10,56353,bankcard,Tagcat,Brooklyn,New York,9185,NY
43240684,6906,05/24/2021,10:20,63230,diners-club-carte-blanche,Skibox,Waco,Texas,7479,TX
79879486,4984,01/25/2022,3:04,88437,laser,Tagpad,Cedar Rapids,Iowa,3041,IA
93680199,8351,11/21/2021,19:15,54902,americanexpress,Omba,Richmond,Virginia,6740,VA
66972403,6051,04/07/2021,2:48,46519,switch,Oyonder,Houston,Texas,7400,TX
25200977,6359,01/27/2022,11:11,20746,switch,Oyondu,Newport News,Virginia,6008,VA
77680509,6507,12/01/2021,7:35,90877,jcb,Quimba,Olympia,Washington,9661,WA
42346960,3806,08/27/2021,12:39,61809,bankcard,Gabspot,Salem,Oregon,5379,OR
79041837,6878,06/21/2021,14:43,44966,mastercard,Thoughtstorm,Bakersfield,California,6875,CA
31904730,4895,09/15/2021,10:15,2219,jcb,Zoozzy,Asheville,North Carolina,2089,NC
67553716,5388,03/23/2022,8:13,92749,diners-club-us-ca,Skyba,El Paso,Texas,5887,TX
56633144,6912,10/11/2021,6:55,151,jcb,Fivebridge,Denver,Colorado,6064,CO
58129618,5612,09/27/2021,13:39,25069,mastercard,Blogtag,Tucson,Arizona,2324,AZ
68121517,4496,05/27/2021,20:14,42150,jcb,Livetube,Colorado Springs,Colorado,9735,CO
53121763,2658,08/17/2021,9:18,84699,switch,Oozz,Columbia,South Carolina,5322,SC
57930421,1187,10/23/2021,9:54,40898,mastercard,Zooveo,Shreveport,Louisiana,3635,LA
61088576,5089,10/02/2021,16:04,79626,jcb,Meemm,Houston,Texas,3646,TX
26885145,5547,10/21/2021,1:43,40096,jcb,Mynte,Albany,Georgia,1226,GA
35369568,2901,06/29/2021,2:09,21565,mastercard,Realpoint,Reading,Pennsylvania,7219,PA
49940038,5227,12/26/2021,23:37,14778,jcb,Eayo,Phoenix,Arizona,4508,AZ
94923538,9161,12/11/2021,23:51,47927,maestro,Photobug,Cincinnati,Ohio,4435,OH
42199193,2884,11/16/2021,8:16,47178,jcb,Edgepulse,Mesa,Arizona,1206,AZ
25337614,8914,09/07/2021,17:35,19388,mastercard,Youtags,New Orleans,Louisiana,8270,LA
97703107,4629,02/26/2022,16:55,3262,diners-club-enroute,Quinu,Buffalo,New York,7423,NY
57088415,5336,04/23/2021,9:03,67701,jcb,Kayveo,Kansas City,Missouri,6992,MO
77435088,8053,10/25/2021,1:02,85662,jcb,Skilith,Saint Paul,Minnesota,5663,MN
99910450,4648,09/07/2021,9:55,33904,china-unionpay,Fliptune,Tyler,Texas,4455,TX
87332624,7883,11/17/2021,18:52,28827,laser,Babbleset,Fort Worth,Texas,1385,TX
